N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,REGISTRANT NAME,STREET,CITY,STATE,ZIP,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,EXPIRATION DATE
849SV,28-1996835                    ,2630655,30062,1973,MITCHELL NANCY H                                  ,100 PROSPECT AVE                 ,CHARLOTTE         ,NC,23970     ,S,175,US,19791123,19730305,1U        ,5,1 ,V ,50060743, ,19980822,20260709
84BG ,17238100                      ,1750767,41538,1974,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,108,US,20030722,19750719,1N        ,4,2 ,V ,50062612, ,20010719,20271019
84EY ,28-1969217                    ,2630594,17041,2012,WILLIAMS ROBERT K                                 ,2078 CESSNA BLVD                 ,SANTA ANA         ,CA,74340     ,7,014,US,20221031,20150408,1U        ,5,1 ,V ,50075227, ,20200924,20291005
84MZ ,49008                         ,1530618,41060,2015,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,100,US,20190220,20180727,1T        ,5,5 ,V ,50057200, ,20241219,20300403
84RH ,66781                         ,1530597,41060,2004,UNITED AIRLINES INC                               ,8437 MERIDIAN PKWY               ,CHICAGO           ,IL,45838     ,3,044,US,20250109,20041122,1T        ,5,5 ,V ,50025453, ,20200726,20270421
84UX ,E2715-63                      ,2190453,41060,1986,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,163,US,20150620,19890820,1T        ,5,5 ,V ,50060030, ,        ,20260511
8515Y,L7097-23                      ,2520221,30062,1976,WHITE JAMES W                                     ,1884 LAKEVIEW DR                 ,SAN FRANCISCO     ,CA,38569     ,7,165,US,20081225,19791220,1U        ,4,1 ,V ,50006364, ,20090203,20280109
852LT,A1735-52                      ,2190453,52001,1970,UNITED AIRLINES INC                               ,                                 ,CHICAGO           ,IL,45838     ,3,101,US,20050912,19730710,1T        ,5,5 ,V ,50056223, ,19850223,20310630
8532C,28-2020420                    ,2630073,17003,2013,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,197,US,20171103,20160827,1U        ,4,1 ,V ,50000504, ,20211024,20301025
85436,L494-52                       ,2520156,30062,1981,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,085,US,20210202,19840820,1A        ,4,1 ,V ,50100325, ,19860303,20300425
854NW,17236725                      ,1750767,41538,1967,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,082,US,20200108,19690925,1T        ,4,2 ,V ,50066434, ,20090101,20260516
85593,17221078                      ,1750933,30062,1971,SMITH DANIEL T                                    ,9739 TAXIWAY DR                  ,SACRAMENTO        ,CA,48175     ,7,114,US,20080521,19731110,1U        ,4,1 ,V ,50067453, ,20090912,20300705
855YM,58768                         ,1530981,52001,1966,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,129,US,20141005,19670714,1T        ,5,5 ,V ,50003476, ,19720727,20291211
8566L,11197                         ,1200133,52001,1981,UNITED PARCEL SERVICE CO                          ,3222 PROSPECT AVE                ,LOUISVILLE        ,KY,88561     ,S,072,US,19921219,19830515,1T        ,5,5 ,V ,50037365, ,        ,20291003
8567N,17255043                      ,1750198,17003,1997,MOORE KAREN J                                     ,4591 PROSPECT AVE                ,INDIANAPOLIS      ,IN,88139     ,3,145,US,20040712,20001029,1N        ,4,1 ,V ,50013707, ,20210826,20280307
85692,G9816-13                      ,1310632,17041,1978,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,150,US,20201113,19790919,1N        ,5,1 ,V ,50021421, ,19871029,20310929
856RJ,17243746                      ,1750865,30062,1967,MITCHELL LISA T                                   ,                                 ,BIRMINGHAM        ,AL,81987     ,S,006,US,20181111,19681107,1N        ,4,1 ,V ,50107706, ,20130206,20260630
856SR,17250290                      ,1750201,17003,2017,TURNER MICHAEL E                                  ,3798 AVIATION WAY                ,COLUMBUS          ,OH,30028     ,3,163,US,20240101,20170811,1N        ,4,1 ,V ,50111135, ,20190706,20260322
85926,D7990-65                      ,1310519,30062,1999,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,163,US,20240203,20011009,1N        ,5,1 ,V ,50026617, ,20030307,20270518
85972,28-1975520                    ,2630450,17003,1977,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,174,US,20030812,19780125,1N        ,4,1 ,V ,50102531, ,20130201,20310525
859FP,17279275                      ,1750434,17027,1982,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,198,US,20121110,19820403,1N        ,4,1 ,V ,50017614, ,20061009,20261219
859MP,B8409-44                      ,2300504,41545,1994,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,036,US,20070315,19960919,1N        ,5,5 ,V ,50105461, ,20240120,20280625
85BY ,32497                         ,1530232,67000,1994,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,093,US,20080119,19940319,1T        ,5,5 ,V ,50121556, ,        ,20270917
85QN ,28-2006500                    ,2630345,17003,1978,TAYLOR ROBERT J                                   ,1879 SKYWAY CT                   ,MINNEAPOLIS       ,MN,18564     ,3,047,US,19941219,19800106,1N        ,4,1 ,V ,50107561, ,19800331,20270408
85RB ,17261126                      ,1750767,41514,2006,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,113,US,20110916,20080911,1N        ,4,2 ,V ,50022440, ,20180710,20281020
85ZE ,17263093                      ,1751181,30062,1989,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,050,US,20151201,19901123,1N        ,5,1 ,V ,50044667, ,20191111,20280915
86064,J6213-26                      ,1420253,17050,2020,PINNACLE ENERGY PARTNERS LLC                      ,9003 AVIATION WAY                ,HOUSTON           ,TX,69682     ,2,101,US,20220321,20200914,1N        ,6,1 ,V ,50017363, ,20250529,20290416
860NP,E7976-45                      ,2300111,00410,1976,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,089,US,20180116,19780512,1N        ,5,5 ,V ,50064124, ,20221005,20300819
860YT,G9722-29                      ,1310748,17003,1999,BAKER JOHN C                                      ,3640 AVIATION WAY                ,GRAND RAPIDS      ,MI,41890     ,3,141,US,20180423,20020322,1N        ,4,1 ,V ,50000211, ,20121023,20270210
861CB,28-1989102                    ,2630073,30010,2018,ADAMS CAROL L                                     ,7444 COUNTY ROAD 12              ,JACKSON           ,MS,50189     ,S,177,US,20230911,20210822,1N        ,4,1 ,V ,50110305, ,20220828,20310608
861PM,28-2015825                    ,2630073,17003,1970,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,062,US,20070624,19700326,1A        ,4,1 ,V ,50006343, ,20170609,20281224
86230,17279899                      ,1750310,30062,2016,TORRES WILLIAM S                                  ,1351 TAXIWAY DR                  ,FAIRBANKS         ,AK,12540     ,A,160,US,20190712,20180606,1U        ,4,1 ,V ,50012501, ,20241216,20280815
862LG,38698                         ,1530084,52001,2007,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,036,US,20231223,20070509,1T        ,5,5 ,V ,50015325, ,20070828,20290221
863RT,17211425                      ,1750201,30062,2009,HARRIS LINDA D                                    ,3165 MAIN ST                     ,TETERBORO         ,NJ,25670     ,1,010,US,20130907,20091008,1U        ,4,1 ,V ,50117310, ,20190217,20280310
86489,L2574-83                      ,2080125,30062,1989,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,138,US,19910307,19901223,1A        ,4,1 ,V ,50076751, ,20090124,20290104
864RD,28-2024454                    ,2630808,30062,1992,ADAMS LINDA F                                     ,8496 TAXIWAY DR                  ,SANTA ANA         ,CA,16582     ,7,184,US,20120507,19940411,1N        ,5,1 ,V ,50052611, ,20211112,20281205
8655U,F6199-82                      ,2190212,67000,1996,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,166,US,20060316,19981127,1T        ,5,5 ,V ,50021357, ,20030526,20260519
865CU,17222527                      ,1751426,52040,2007,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,061,US,20120107,20100506,1N        ,5,5 ,V ,50003307,Y,20190227,20270701
865YD,21698                         ,1531128,67000,2015,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,100,US,20181114,20180713,1T        ,5,5 ,V ,50065710, ,20230114,20300810
86638,28-1971259                    ,2630203,17003,1971,WILLIAMS LINDA K                                  ,4642 MERIDIAN PKWY               ,ST. LOUIS         ,MO,69510     ,C,018,US,19820804,19740625,1N        ,4,1 ,V ,50003330, ,20020220,20271105
866GQ,17233419                      ,1751373,41545,2003,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,133,US,20130305,20060815,1T        ,5,5 ,V ,50041737, ,20220225,20310409
86704,17249834                      ,1751373,41545,2008,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,125,US,20241002,20090430,1N        ,5,5 ,V ,50010715, ,20231229,20310314
8675V,28-2006295                    ,2630154,30010,1969,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,147,US,20230213,19710723,1U        ,4,1 ,V ,50022544, ,20181125,20301101
8679Z,17270476                      ,1750865,30062,1993,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,182,US,20171224,19950725,1N        ,4,1 ,V ,50013520, ,        ,20261218
8680Y,28-1995904                    ,2631051,41538,2019,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,128,US,20241226,20200913,1N        ,5,2 ,V ,50075102, ,20210614,20291117
86864,17213525                      ,1751024,17041,1983,MILLER JOHN K                                     ,7853 TAXIWAY DR                  ,MADISON           ,WI,54657     ,3,022,US,19930427,19841121,1U        ,5,1 ,V ,50021504, ,20131106,20271231
868MG,A333-15                       ,1310364,30062,2017,PINNACLE ENERGY PARTNERS LLC                      ,9003 AVIATION WAY                ,HOUSTON           ,TX,69682     ,2,018,US,20231209,20171002,1N        ,4,1 ,V ,50070135, ,20210617,20260627
868QZ,17213003                      ,1750529,17003,2006,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,122,US,20090406,20090319,1N        ,4,1 ,V ,50030717, ,20180419,20301022
868YB,17263244                      ,1750310,30062,1992,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,071,US,19980821,19951003,1N        ,4,1 ,V ,50113173, ,20240501,20270710
8697B,C4756-76                      ,1310519,30062,2018,CAMPBELL RICHARD C                                ,1950 RIDGE RD                    ,NEWARK            ,NJ,64548     ,1,048,US,20220121,20180215,1N        ,5,1 ,V ,50102762, ,20240120,20261020
86988,17268554                      ,1750767,41514,1996,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,084,US,20210511,19970803,1T        ,4,2 ,V ,50074503, ,20060619,20261106
86GF ,28-1980473                    ,2630769,30010,1980,EVANS BARBARA H                                   ,6242 TAXIWAY DR                  ,OMAHA             ,NE,68028     ,C,129,US,20030120,19811101,1N        ,4,1 ,V ,50064502, ,20250408,20280729
86HS ,J6086-34                      ,1310018,41514,1969,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,159,US,20090914,19710617,1N        ,5,2 ,V ,50077034, ,19991211,20270328
86XE ,17242499                      ,1750933,30062,1981,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,062,US,19951001,19840427,1N        ,4,1 ,V ,50042567, ,19841115,20290806
86YF ,K7596-51                      ,2190700,67000,2014,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,159,US,20230123,20160723,1T        ,5,5 ,V ,50100556, ,20250201,20270114
86YH ,17242838                      ,1751373,00410,1976,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,146,US,19920612,19761114,1N        ,5,5 ,V ,50055562, ,19811013,20310502
87092,C5464-62                      ,2410031,17027,2008,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,062,US,20101029,20101028,1N        ,4,1 ,V ,50112216, ,20210722,20280408
870WE,B4991-72                      ,1420372,60515,2002,STATE OF ALASKA                                   ,6346 AVIATION WAY                ,ANCHORAGE         ,AK,96991     ,A,025,US,20211223,20031016,1N        ,6,3 ,V ,50012061, ,20091023,20290624
8710T,7400                          ,2740065,60515,2021,NORTHERN LIGHTS HELI SERVICES INC                 ,                                 ,ANCHORAGE         ,AK,60196     ,A,068,US,20240419,20220722,1N        ,6,3 ,V ,50066035, ,20230410,20280224
8711M,14918                         ,2740065,60515,2019,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,084,US,20221216,20210106,1N        ,6,3 ,V ,50057242, ,20230719,20310423
871RY,17276039                      ,1750663,41538,1980,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,028,US,19810917,19800416,1T        ,5,2 ,V ,50071426, ,19990114,20280729
8720Z,28-2008412                    ,2630655,30062,1964,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,182,US,19680730,19651031,1A        ,5,1 ,V ,50056202, ,        ,20281015
87230,2334                          ,1860047,30010,1965,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,136,US,19860415,19660908,1A        ,4,1 ,V ,50106226,Y,19700323,20291226
87286,32856                         ,1530084,67000,1966,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,152,US,19680904,19660814,1T        ,5,5 ,V ,50047640, ,20101118,20270521
872FC,1809                          ,1201078,41060,1968,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,032,US,19940306,19700820,1T        ,5,5 ,V ,50024476, ,19990314,20310717
87386,17256521                      ,1750767,41514,1965,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,113,US,19680110,19660607,1N        ,4,2 ,V ,50103506, ,20000908,20270419
8738K,A2454-35                      ,1640857,52040,1980,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,084,US,19940130,19830201,1T        ,5,5 ,V ,50044101, ,20151103,20311208
87496,17220399                      ,1750031,17003,2006,LEWIS PAUL D                                      ,4992 MERIDIAN PKWY               ,MILWAUKEE         ,WI,62757     ,3,185,US,20121224,20081019,1U        ,4,1 ,V ,50067347, ,20170510,20290619
874JM,17268202                      ,1750310,30062,1965,LEWIS PAUL D                                      ,4992 MERIDIAN PKWY               ,MILWAUKEE         ,WI,62757     ,3,092,US,20001220,19681117,1N        ,4,1 ,V ,50046160, ,19750129,20261206
874XV,17210471                      ,1750663,41538,2015,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,175,US,20240915,20160209,1N        ,5,2 ,V ,50037427, ,20190911,20271213
87516,17235382                      ,1750031,17027,1994,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,098,US,20080301,19971125,1N        ,4,1 ,V ,50031715, ,20240127,20291204
8753J,48969                         ,1531209,52001,1974,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,063,US,20140902,19770808,1T        ,5,5 ,V ,50016134, ,20100703,20270523
875LM,28-1977720                    ,2631051,41514,1989,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,163,US,20120706,19890301,1T        ,5,2 ,V ,50115000, ,20250221,20300221
8769U,17247986                      ,1751373,00410,1998,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,158,US,20141214,20011202,1T        ,5,5 ,V ,50075206, ,20050608,20301229
876UF,28-1975105                    ,2630203,17003,1981,CAMPBELL DONALD R                                 ,3259 MAPLE AVE                   ,NEW YORK          ,NY,87607     ,1,176,US,20050913,19810221,1U        ,4,1 ,V ,50073547, ,19870513,20310911
8772Q,E4566-88                      ,1970591,41538,2013,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,060,US,20241128,20151028,1N        ,5,2 ,V ,50064145, ,20180404,20271123
87781,17213700                      ,1750031,30010,2010,CLARK EDWARD B                                    ,7718 RIDGE RD                    ,CINCINNATI        ,KY,95394     ,S,028,US,20130122,20100604,1A        ,4,1 ,V ,50025411, ,20250131,20301226
877JF,17210086                      ,1751213,52040,2002,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,026,US,20170622,20020808,1T        ,5,5 ,V ,50046137, ,20190711,20301027
8795P,28-1991827                    ,2630956,17041,1980,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,060,US,19850201,19830518,1N        ,5,1 ,V ,50064334, ,        ,20280202
87RR ,E8223-57                      ,2080254,30062,2018,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,013,US,20220516,20200108,1U        ,5,1 ,V ,50051572, ,20210610,20290121
880DM,H9542-32                      ,2300111,00410,1968,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,183,US,20040216,19691130,1N        ,5,5 ,V ,50111407, ,19830618,20280109
880QP,51350                         ,1530469,52001,    ,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,002,US,20181023,20070710,1T        ,5,5 ,V ,50032713, ,        ,20290626
8817X,L919-44                       ,1420372,60515,1967,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,006,US,19940511,19681114,1N        ,6,3 ,V ,50032356, ,20180518,20291223
881NC,K6773-81                      ,2520221,30010,1977,MILLER JOHN K                                     ,7853 TAXIWAY DR                  ,MADISON           ,WI,54657     ,3,177,US,20190716,19790526,1N        ,4,1 ,V ,50122007, ,20070730,20271128
882WZ,6258                          ,1860187,30062,1989,TURNER KENNETH F                                  ,3555 MERIDIAN PKWY               ,DALLAS            ,TX,73464     ,2,056,US,20050320,19910120,1A        ,4,1 ,V ,50042714, ,19940422,20260128
8832U,17222604                      ,1750198,30062,2007,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,048,US,20240523,20080728,1N        ,4,1 ,V ,50045602, ,20190908,20270213
883DU,17220551                      ,1750865,30062,2018,CAMPBELL RICHARD C                                ,1950 RIDGE RD                    ,NEWARK            ,NJ,64548     ,1,169,US,20211112,20201027,1A        ,4,1 ,V ,50050470, ,20220920,20281220
883WQ,17247906                      ,1751373,00410,    ,PINNACLE ENERGY PARTNERS LLC                      ,9003 AVIATION WAY                ,HOUSTON           ,TX,69682     ,2,061,US,20130623,19731213,1N        ,5,5 ,V ,50113025, ,19800720,20261126
883XB,3718                          ,1200586,67000,1986,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,006,US,20130510,19880504,1T        ,5,5 ,V ,50100074, ,19960622,20300717
88439,4217                          ,1860187,30062,1993,TORRES SUSAN A                                    ,5335 AIRPORT RD                  ,OAKLAND           ,CA,73904     ,7,067,US,19960111,19930201,1N        ,4,1 ,V ,50041402, ,        ,20270703
8846P,7398                          ,1860243,30010,1985,MITCHELL NANCY H                                  ,100 PROSPECT AVE                 ,CHARLOTTE         ,NC,23970     ,S,072,US,20021026,19850624,1A        ,4,1 ,V ,50102132, ,19950609,20280909
884TZ,E5998-67                      ,1970810,41514,2005,STATE OF ALASKA                                   ,6346 AVIATION WAY                ,ANCHORAGE         ,AK,96991     ,A,057,US,20220614,20050223,1T        ,4,2 ,V ,50006405, ,20100214,20300615
8871M,H5019-72                      ,2410192,30010,1992,BAKER MARY W                                      ,4256 INDUSTRIAL DR               ,MANCHESTER NH     ,NH,42406     ,1,184,US,19991221,19930214,1U        ,4,1 ,V ,50024517, ,20110318,20280219
88878,D9727-35                      ,2190108,52001,1981,UNITED AIRLINES INC                               ,8437 MERIDIAN PKWY               ,CHICAGO           ,IL,45838     ,3,157,US,20180505,19810730,1T        ,5,5 ,V ,50011063, ,20040113,20291210
88944,28-2024111                    ,2630345,30010,2021,BAKER MARY W                                      ,4256 INDUSTRIAL DR               ,MANCHESTER NH     ,NH,42406     ,1,031,US,20240514,20211114,1U        ,4,1 ,V ,50006470, ,20230209,20300416
88GZ ,46996                         ,1530981,67000,1977,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,190,US,19980803,19800511,1T        ,5,5 ,V ,50031464, ,20090710,20270217
88TX ,17252140                      ,1750663,41538,2017,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,196,US,20180809,20180706,1T        ,5,2 ,V ,50057367, ,20230808,20280629
8900U,5736                          ,1860187,30062,1964,AMERIFLIGHT LLC                                   ,                                 ,BURBANK           ,CA,76550     ,7,148,US,20060812,19660127,1A        ,4,1 ,V ,50053503, ,19690101,20280622
89076,A3622-51                      ,1420253,60515,1977,US DEPT OF INTERIOR                               ,2592 TAXIWAY DR                  ,BOISE             ,ID,14852     ,5,026,US,20191005,19780423,1N        ,6,3 ,V ,50003351, ,20140803,20270109
890ER,G2482-58                      ,1970319,17027,2012,CLARK EDWARD B                                    ,7718 RIDGE RD                    ,CINCINNATI        ,KY,95394     ,S,110,US,20151221,20150526,1U        ,4,1 ,V ,50102047, ,20170524,20281222
890UV,E7856-36                      ,2080125,30062,1979,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,132,US,20220526,19800131,1U        ,4,1 ,V ,50021105, ,19841006,20260111
89128,65783                         ,1531315,67000,2006,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,111,US,20160530,20071224,1T        ,5,5 ,V ,50043502, ,20130512,20280521
89165,17228977                      ,1750031,30010,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,021,US,20180304,20070720,1U        ,4,1 ,V ,50041066,Y,20240205,20280330
89225,28-2001230                    ,2630450,17003,2007,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,116,US,20140219,20100728,1A        ,4,1 ,V ,50007424, ,20191104,20270226
892AM,B1750-15                      ,2850372,41538,1980,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,095,US,19950403,19810422,1T        ,5,2 ,V ,50040446, ,19820815,20270109
892JD,D8566-30                      ,2190108,67000,2001,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,089,US,20181030,20040427,1T        ,5,5 ,V ,50102467, ,20130127,20280813
89387,17216224                      ,1751181,30062,2010,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,079,US,20241130,20100710,1N        ,5,1 ,V ,50030341, ,20230515,20300217
8939X,C2310-16                      ,1310425,41514,1985,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,183,US,20030626,19880108,1N        ,5,2 ,V ,50042546, ,20130720,20280201
893JW,28-1970679                    ,2630655,30062,1981,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,138,US,20210729,19830324,1U        ,5,1 ,V ,50041423, ,19930821,20310110
893ZP,28-2017255                    ,2630154,17027,1977,LEWIS PAUL D                                      ,4992 MERIDIAN PKWY               ,MILWAUKEE         ,WI,62757     ,3,025,US,20060829,19780630,1N        ,4,1 ,V ,50022461, ,20040821,20290509
894NC,28-1999581                    ,2630203,30062,1979,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,153,US,20040901,19810417,1N        ,4,1 ,V ,50006154, ,19821018,20280227
894NN,A213-84                       ,1420253,60515,2011,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,014,US,20220707,20130601,1N        ,6,3 ,V ,50067305, ,20171213,20260104
8968Z,5010                          ,1200602,67000,2006,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,116,US,20070818,20070325,1T        ,5,5 ,V ,50075061, ,20121006,20310529
896ED,28-1985452                    ,2630655,17041,2016,ADAMS DAVID H                                     ,2451 PROSPECT AVE                ,SAVANNAH          ,GA,44816     ,S,065,US,20250124,20191104,1N        ,5,1 ,V ,50036641, ,20191120,20301122
897JR,17220521                      ,1751213,00410,1987,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,072,US,20120822,19880505,1T        ,5,5 ,V ,50053273, ,19910107,20300414
897RT,J1870-48                      ,2520221,30010,2008,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,025,US,20190112,20090202,1N        ,4,1 ,V ,50112112, ,20130729,20290613
897XQ,6696                          ,1860243,17003,2006,JOHNSON MICHAEL H                                 ,9434 LAKEVIEW DR                 ,SAN JOSE          ,CA,12719     ,7,004,US,20190629,20071207,1N        ,4,1 ,V ,50001041, ,        ,20280117
